Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2007-08-09,70.20999908447266,71.58999633789062,661.4000244140625,3.371999979019165,6.585999965667725,1273.300048828125,12.654999732971191,332.25,858.0,673.5,71.08000183105469,72.4000015258789,667.7999877929688,3.4100000858306885,6.650000095367432,1273.300048828125,12.654999732971191,342.5,857.0,696.5,69.2699966430664,70.5,661.4000244140625,3.3450000286102295,6.24399995803833,1273.300048828125,12.654999732971191,330.75,848.75,673.75,70.91000366210938,72.2699966430664,667.7999877929688,3.4100000858306885,6.264999866485596,1273.300048828125,12.654999732971191,339.25,857.0,678.5,6232.0,269865.0,377.0,201.0,92617.0,0.0,20.0,61152.0,1178.0,49367.0
2007-08-10,70.38999938964844,71.47000122070312,670.2999877929688,3.3945000171661377,6.820000171661377,1277.300048828125,12.824999809265137,333.0,850.0,667.0,70.44999694824219,71.69000244140625,673.4000244140625,3.4200000762939453,6.958000183105469,1277.300048828125,12.824999809265137,337.0,854.25,680.5,68.97000122070312,70.0999984741211,659.5,3.309999942779541,6.449999809265137,1277.300048828125,12.824999809265137,324.75,840.75,661.75,69.91000366210938,71.58999633789062,659.5,3.3519999980926514,6.605000019073486,1277.300048828125,12.824999809265137,331.0,840.75,672.0,3947.0,226674.0,1101.0,231.0,96026.0,0.0,0.0,44512.0,431.0,44877.0
2007-08-13,70.2300033569336,71.62000274658203,669.7000122070312,3.4825000762939453,6.794000148773193,1285.0999755859375,12.812000274658203,331.0,861.0,666.5,71.83000183105469,73.19000244140625,671.0,3.490000009536743,7.126999855041504,1285.0999755859375,12.812000274658203,340.5,865.75,677.0,69.9000015258789,71.12000274658203,668.5999755859375,3.440500020980835,6.736000061035156,1285.0999755859375,12.812000274658203,330.5,859.0,660.25,70.95999908447266,71.47000122070312,669.9000244140625,3.440500020980835,6.882999897003174,1285.0999755859375,12.812000274658203,336.5,859.25,673.0,4088.0,245898.0,52.0,271.0,91086.0,0.0,0.0,41508.0,754.0,38738.0
2007-08-14,70.51000213623047,72.37999725341797,668.5999755859375,3.4119999408721924,6.940000057220459,1275.0,12.706999778747559,327.5,850.0,692.5,70.80000305175781,72.7699966430664,670.5,3.4800000190734863,7.059000015258789,1275.0,12.706999778747559,335.0,860.0,693.5,69.61000061035156,71.36000061035156,665.0,3.4000000953674316,6.671999931335449,1275.0,12.706999778747559,324.25,845.5,667.25,70.30999755859375,71.55000305175781,665.0,3.4790000915527344,6.849999904632568,1275.0,12.706999778747559,331.0,860.0,669.25,3966.0,231544.0,106.0,299.0,72070.0,0.0,7.0,47755.0,4519.0,33095.0
2007-08-15,71.63999938964844,73.33000183105469,668.9000244140625,3.374000072479248,6.863999843597412,1269.5,12.517999649047852,328.0,839.0,678.5,72.19999694824219,74.2300033569336,669.7000122070312,3.380000114440918,7.191999912261963,1269.5,12.517999649047852,333.5,855.0,702.75,70.83000183105469,72.31999969482422,662.5,3.3389999866485596,6.744999885559082,1269.5,12.517999649047852,324.25,835.75,678.0,70.83999633789062,72.69000244140625,665.0,3.377500057220459,7.014999866485596,1269.5,12.517999649047852,327.75,848.75,692.0,3664.0,280131.0,845.0,259.0,79112.0,0.0,7.0,27016.0,2908.0,26644.0
2007-08-16,69.7699966430664,71.0,648.2999877929688,3.129499912261963,6.875,1228.0,11.46500015258789,321.5,799.25,673.0,70.62000274658203,73.13999938964844,665.2000122070312,3.365000009536743,6.997000217437744,1228.0,11.46500015258789,326.75,838.25,682.75,69.05000305175781,70.0999984741211,642.9000244140625,3.130000114440918,6.546000003814697,1228.0,11.46500015258789,309.5,789.0,654.75,70.62000274658203,73.13999938964844,665.2000122070312,3.365000009536743,6.8480000495910645,1228.0,11.46500015258789,326.75,838.25,678.5,4762.0,293836.0,130.0,215.0,70364.0,0.0,0.0,48238.0,11916.0,19925.0
2007-08-17,70.44000244140625,71.9800033569336,656.9000244140625,3.1565001010894775,7.010000228881836,1229.5999755859375,11.772000312805176,328.5,811.5,672.0,71.06999969482422,72.54000091552734,657.7000122070312,3.2100000381469727,7.131999969482422,1229.5999755859375,11.772000312805176,329.5,814.0,678.0,70.04000091552734,71.0,648.4000244140625,3.130000114440918,6.704999923706055,1229.5999755859375,11.772000312805176,317.25,798.25,660.5,70.33000183105469,71.66999816894531,648.4000244140625,3.17549991607666,6.889999866485596,1229.5999755859375,11.772000312805176,320.0,799.25,674.25,3279.0,170218.0,219.0,150.0,54912.0,0.0,0.0,22039.0,3740.0,9510.0
2007-08-20,69.8499984741211,71.12000274658203,656.7000122070312,3.1740000247955322,6.039999961853027,1245.4000244140625,11.708999633789062,331.75,811.75,675.0,70.31999969482422,71.7699966430664,660.0,3.2130000591278076,6.635000228881836,1245.4000244140625,11.708999633789062,332.5,813.5,676.5,68.94000244140625,70.05000305175781,658.5999755859375,3.1700000762939453,5.994999885559082,1245.4000244140625,11.708999633789062,324.5,804.0,663.5,69.68000030517578,71.7699966430664,658.5999755859375,3.2130000591278076,6.635000228881836,1245.4000244140625,11.708999633789062,327.0,806.0,670.0,3852.0,138081.0,189.0,106.0,72476.0,0.0,0.0,17876.0,3592.0,11258.0
2007-08-21,68.69000244140625,69.47000122070312,656.7000122070312,3.1624999046325684,5.816999912261963,1249.4000244140625,11.48900032043457,338.5,815.75,691.5,70.51000213623047,71.5,658.4000244140625,3.188499927520752,6.033999919891357,1249.4000244140625,11.48900032043457,340.75,824.25,693.25,68.18000030517578,68.76000213623047,657.5,3.140000104904175,5.751999855041504,1249.4000244140625,11.48900032043457,329.75,811.5,675.0,69.76000213623047,70.9000015258789,657.9000244140625,3.188499927520752,6.019999980926514,1249.4000244140625,11.48900032043457,329.75,811.5,675.0,5588.0,248510.0,9.0,278.0,59963.0,0.0,0.0,20696.0,5469.0,10955.0
2007-08-22,68.69999694824219,69.26000213623047,659.0999755859375,3.2269999980926514,5.578000068664551,1246.5999755859375,11.545999526977539,347.5,831.25,718.5,69.36000061035156,70.30000305175781,661.0999755859375,3.240000009536743,5.879000186920166,1246.5999755859375,11.545999526977539,348.0,834.5,720.0,68.19000244140625,68.62999725341797,658.9000244140625,3.2300000190734863,5.544000148773193,1246.5999755859375,11.545999526977539,337.25,815.75,686.25,68.97000122070312,69.63999938964844,658.9000244140625,3.240000009536743,5.864999771118164,1246.5999755859375,11.545999526977539,338.0,815.75,691.0,4232.0,207894.0,303.0,186.0,53377.0,0.0,0.0,28109.0,3956.0,18387.0
2007-08-23,69.86000061035156,69.83000183105469,658.9000244140625,3.2864999771118164,5.622000217437744,1243.0999755859375,11.623000144958496,345.25,842.0,722.5,69.97000122070312,70.08000183105469,663.7000122070312,3.2929999828338623,5.715000152587891,1243.0999755859375,11.623000144958496,353.0,852.0,735.0,69.11000061035156,69.02999877929688,663.2000122070312,3.2894999980926514,5.519000053405762,1243.0999755859375,11.623000144958496,344.0,831.0,708.5,69.1500015258789,69.3499984741211,663.5999755859375,3.2899999618530273,5.63100004196167,1243.0999755859375,11.623000144958496,346.5,831.0,716.5,4087.0,170980.0,135.0,224.0,38545.0,0.0,0.0,7979.0,3240.0,10282.0
2007-08-24,70.62000274658203,71.08999633789062,668.0,3.365000009536743,5.5229997634887695,1245.0,11.925000190734863,341.5,849.0,725.75,70.80999755859375,71.3499984741211,668.7999877929688,3.299999952316284,5.699999809265137,1245.0,11.925000190734863,345.5,850.5,732.0,69.5199966430664,69.5199966430664,662.0999755859375,3.255000114440918,5.434000015258789,1245.0,11.925000190734863,341.0,838.5,718.5,69.55000305175781,70.0199966430664,662.0999755859375,3.2899999618530273,5.635000228881836,1245.0,11.925000190734863,344.5,840.25,723.5,2786.0,164270.0,208.0,250.0,44965.0,0.0,0.0,17508.0,5207.0,9662.0
2007-08-27,70.94999694824219,71.97000122070312,666.7999877929688,3.384000062942505,5.380000114440918,1250.300048828125,11.751999855041504,335.75,856.5,722.25,71.11000061035156,72.13999938964844,668.0,3.4549999237060547,5.433000087738037,1250.300048828125,11.751999855041504,340.75,857.25,729.5,69.48999786376953,70.19999694824219,666.0,3.38100004196167,5.191999912261963,1250.300048828125,11.751999855041504,323.0,837.25,718.75,70.44000244140625,71.04000091552734,667.9000244140625,3.3935000896453857,5.293000221252441,1250.300048828125,11.751999855041504,338.5,845.0,725.75,3128.0,186005.0,77.0,179.0,47271.0,0.0,0.0,17725.0,5601.0,13475.0
2007-08-28,70.55000305175781,71.7300033569336,664.4000244140625,3.3369998931884766,5.5929999351501465,1258.5999755859375,11.753999710083008,327.25,855.25,720.5,71.05000305175781,72.25,665.9000244140625,3.3499999046325684,5.728000164031982,1258.5999755859375,11.753999710083008,336.5,860.0,737.75,70.19999694824219,71.19999694824219,664.2000122070312,3.317500114440918,5.364999771118164,1258.5999755859375,11.753999710083008,325.25,848.25,718.0,71.05000305175781,72.12000274658203,665.5,3.319999933242798,5.428999900817871,1258.5999755859375,11.753999710083008,334.25,850.0,722.0,3421.0,181538.0,22.0,301.0,76715.0,0.0,0.0,23196.0,6675.0,13433.0
2007-08-29,72.12999725341797,73.51000213623047,666.2999877929688,3.3450000286102295,5.429999828338623,1264.800048828125,11.836999893188477,322.75,858.5,742.0,72.26000213623047,73.63999938964844,667.7000122070312,3.365000009536743,5.75,1264.800048828125,11.836999893188477,329.5,861.75,742.0,70.7699966430664,71.41000366210938,667.0,3.2904999256134033,5.36899995803833,1264.800048828125,11.836999893188477,321.75,848.75,714.0,70.80000305175781,71.58000183105469,667.0,3.299999952316284,5.670000076293945,1264.800048828125,11.836999893188477,326.25,853.0,720.75,4245.0,213070.0,78.0,5686.0,42514.0,0.0,24849.0,19722.0,8908.0,10792.0
2007-08-30,71.9000015258789,73.36000061035156,665.0,3.3534998893737793,5.635000228881836,1260.0999755859375,11.791000366210938,322.75,870.5,770.0,72.45999908447266,73.95999908447266,666.5,3.366499900817871,5.784999847412109,1250.0999755859375,11.904999732971191,331.0,878.0,774.0,71.37999725341797,72.75,665.5,3.319999933242798,5.520999908447266,1250.0999755859375,11.725000381469727,316.0,856.0,741.75,72.0999984741211,73.5,665.5,3.3519999980926514,5.5929999351501465,1250.0999755859375,11.895000457763672,322.75,859.0,742.0,3257.0,180828.0,186.0,3242.0,43778.0,0.0,12492.0,25108.0,10348.0,12286.0
2007-08-31,72.69000244140625,74.04000091552734,673.0,3.4110000133514404,5.4679999351501465,1271.5999755859375,12.062999725341797,324.0,868.0,767.0,73.05999755859375,74.44000244140625,672.7999877929688,3.424999952316284,5.76200008392334,1271.5999755859375,12.109999656677246,330.5,880.5,793.5,72.05000305175781,73.4000015258789,672.5,3.366499900817871,5.414000034332275,1271.5999755859375,11.770000457763672,321.25,867.0,761.25,72.2300033569336,73.5999984741211,672.5,3.367500066757202,5.696000099182129,1271.5999755859375,11.770000457763672,322.75,870.0,768.5,3257.0,180828.0,186.0,3242.0,43778.0,0.0,12492.0,17760.0,9569.0,4441.0
2007-09-04,73.91999816894531,75.08000183105469,682.5,3.322499990463257,5.629000186920166,1273.699951171875,12.281000137329102,336.75,892.5,807.0,74.05000305175781,75.25,682.5,3.380000114440918,5.7129998207092285,1273.699951171875,12.335000038146973,340.25,899.25,811.25,72.80000305175781,73.4800033569336,682.5,3.2820000648498535,5.258999824523926,1273.699951171875,12.0,324.75,875.25,783.25,73.26000213623047,73.9000015258789,682.5,3.369999885559082,5.440000057220459,1273.699951171875,12.095000267028809,327.5,875.25,784.0,4057.0,221913.0,0.0,1424.0,58782.0,0.0,416.0,7902.0,6867.0,4440.0
2007-09-05,74.33999633789062,75.7300033569336,681.7000122070312,3.2790000438690186,5.804999828338623,1273.0,12.1899995803833,328.75,889.0,842.5,74.37999725341797,75.91999816894531,679.0999755859375,3.3469998836517334,5.854000091552734,1273.0,12.225000381469727,339.75,899.5,886.0,73.76000213623047,74.75,678.5999755859375,3.25,5.559999942779541,1273.0,12.114999771118164,328.25,885.0,808.25,74.12999725341797,75.12000274658203,678.5999755859375,3.311000108718872,5.698999881744385,1273.0,12.199999809265137,339.5,892.75,808.25,3139.0,226377.0,80.0,1150.0,57600.0,0.0,187.0,13851.0,6756.0,5186.0
2007-09-06,74.7699966430664,76.30000305175781,695.5999755859375,3.315500020980835,5.650000095367432,1288.9000244140625,12.364999771118164,323.25,878.0,816.0,75.63999938964844,77.43000030517578,692.4000244140625,3.3359999656677246,6.019000053405762,1288.9000244140625,12.470000267028809,330.75,887.5,844.0,73.75,75.33000183105469,692.2000122070312,3.25,5.584000110626221,1288.9000244140625,12.229999542236328,321.0,874.75,808.0,74.77999877929688,75.87999725341797,692.2000122070312,3.2699999809265137,5.855999946594238,1288.9000244140625,12.229999542236328,329.0,885.5,843.5,4852.0,330624.0,2.0,444.0,68323.0,0.0,357.0,14671.0,4832.0,1385.0
2007-09-07,75.06999969482422,76.69999694824219,700.7999877929688,3.259500026702881,5.500999927520752,1295.0,12.592000007629395,331.25,891.0,840.0,75.22000122070312,77.0,700.7999877929688,3.316499948501587,5.619999885559082,1295.0,12.5649995803833,332.25,892.75,838.0,74.27999877929688,75.62999725341797,700.7999877929688,3.2149999141693115,5.427000045776367,1295.0,12.404999732971191,319.75,872.5,808.75,74.36000061035156,76.1500015258789,700.7999877929688,3.316499948501587,5.605000019073486,1295.0,12.53499984741211,323.25,879.5,818.5,3685.0,222964.0,1.0,771.0,49136.0,0.0,157.0,9559.0,3549.0,1819.0
2007-09-10,75.4800033569336,77.48999786376953,703.2999877929688,3.2639999389648438,5.890999794006348,1294.0,12.531999588012695,329.75,903.5,849.0,75.73999786376953,78.47000122070312,705.0,3.2864999771118164,5.988999843597412,1294.0,12.539999961853027,336.75,902.25,863.75,73.86000061035156,75.5199966430664,702.0,3.2309999465942383,5.249000072479248,1294.0,12.470000267028809,326.0,890.75,837.0,74.56999969482422,76.45999908447266,704.5,3.259999990463257,5.3480000495910645,1294.0,12.53499984741211,331.25,895.0,837.0,3082.0,296680.0,43.0,365.0,90267.0,0.0,47.0,6347.0,3285.0,452.0
2007-09-11,76.37999725341797,78.2300033569336,712.2000122070312,3.3889999389648438,5.934000015258789,1302.5999755859375,12.666999816894531,324.5,905.0,871.0,76.4000015258789,78.37000274658203,703.5,3.4000000953674316,5.99399995803833,1302.5999755859375,12.744999885559082,330.0,902.0,867.25,74.98999786376953,76.91999816894531,702.7999877929688,3.2899999618530273,5.815000057220459,1302.5999755859375,12.550000190734863,322.0,899.75,843.0,75.48999786376953,77.79000091552734,703.5,3.2899999618530273,5.9720001220703125,1302.5999755859375,12.600000381469727,329.75,900.0,850.0,3305.0,291803.0,55.0,475.0,73759.0,0.0,194.0,7101.0,1528.0,270.0
2007-09-12,77.68000030517578,79.91000366210938,711.9000244140625,3.359499931335449,6.438000202178955,1304.699951171875,12.625,339.75,925.0,840.0,77.8499984741211,80.18000030517578,713.9000244140625,3.381999969482422,6.489999771118164,1304.699951171875,12.710000038146973,341.75,939.25,887.75,76.27999877929688,78.01000213623047,712.5,3.328000068664551,5.931000232696533,1304.699951171875,12.5,321.75,906.0,838.75,76.37999725341797,78.16000366210938,713.9000244140625,3.3615000247955322,5.939000129699707,1304.699951171875,12.710000038146973,323.5,906.25,881.5,3294.0,302927.0,6.0,496.0,80618.0,0.0,167.0,4458.0,867.0,354.0
2007-09-13,77.12000274658203,80.08999633789062,709.5,3.3949999809265137,6.0289998054504395,1299.9000244140625,12.513999938964844,330.75,928.0,825.5,77.27999877929688,80.19999694824219,707.4000244140625,3.422499895095825,6.489999771118164,1299.9000244140625,12.59000015258789,342.0,928.25,845.25,76.30000305175781,79.19000244140625,706.9000244140625,3.3450000286102295,6.0,1299.9000244140625,12.399999618530273,327.5,923.0,815.5,76.86000061035156,79.6500015258789,706.9000244140625,3.3499999046325684,6.4710001945495605,1299.9000244140625,12.59000015258789,340.5,926.75,845.25,2470.0,237513.0,19.0,486.0,72709.0,0.0,56.0,3087.0,140.0,190.0
2007-09-14,76.22000122070312,79.0999984741211,709.5999755859375,3.3910000324249268,6.2789998054504395,1299.199951171875,12.543999671936035,336.5,941.0,838.0,77.23999786376953,80.36000061035156,717.2000122070312,3.4570000171661377,6.498000144958496,1299.199951171875,12.6899995803833,337.0,943.0,841.0,76.06999969482422,78.75,714.9000244140625,3.38100004196167,6.025000095367432,1299.199951171875,12.5,329.5,931.25,815.0,76.69000244140625,79.91999816894531,717.2000122070312,3.4030001163482666,6.070000171661377,1299.199951171875,12.5,330.75,931.25,815.0,2912.0,257062.0,33.0,291.0,83460.0,0.0,54.0,52666.0,62994.0,41618.0
2007-09-17,76.9800033569336,80.56999969482422,715.7999877929688,3.4175000190734863,6.6529998779296875,1302.5999755859375,12.73900032043457,352.25,968.5,875.0,77.04000091552734,80.91999816894531,719.0999755859375,3.432499885559082,6.690000057220459,1302.5999755859375,12.75,354.25,974.75,876.0,75.54000091552734,78.25,719.0999755859375,3.4049999713897705,6.275000095367432,1302.5999755859375,12.595000267028809,347.75,960.0,853.75,75.54000091552734,79.02999877929688,719.0999755859375,3.430000066757202,6.394999980926514,1302.5999755859375,12.595000267028809,348.25,963.0,854.5,2573.0,270760.0,36.0,415.0,61989.0,0.0,155.0,48349.0,69023.0,38929.0
2007-09-18,77.58999633789062,81.51000213623047,715.7999877929688,3.442500114440918,6.567999839782715,1306.699951171875,12.767000198364258,352.25,969.5,869.0,78.33000183105469,82.37999725341797,715.7999877929688,3.505000114440918,6.730000019073486,1306.699951171875,13.020000457763672,354.25,977.75,898.0,76.33000183105469,80.2300033569336,715.7999877929688,3.4084999561309814,6.168000221252441,1306.699951171875,13.020000457763672,344.25,960.25,865.25,76.66999816894531,80.86000061035156,715.7999877929688,3.4089999198913574,6.671999931335449,1306.699951171875,13.020000457763672,351.75,966.0,876.5,3427.0,237631.0,104.0,446.0,95875.0,0.0,446.0,68121.0,58259.0,43201.0
2007-09-19,78.47000122070312,81.93000030517578,722.0,3.567500114440918,6.179999828338623,1308.5,12.956000328063965,358.25,971.0,845.0,78.55999755859375,82.51000213623047,724.5999755859375,3.5910000801086426,6.642000198364258,1306.699951171875,12.960000038146973,358.75,977.0,875.75,77.45999908447266,80.87000274658203,724.5999755859375,3.5299999713897705,6.0879998207092285,1306.699951171875,12.925000190734863,347.0,952.75,839.0,78.04000091552734,82.16999816894531,724.5999755859375,3.5299999713897705,6.525000095367432,1306.699951171875,12.925000190734863,352.0,971.25,870.75,3109.0,203173.0,12.0,618.0,64981.0,0.0,41.0,65955.0,68679.0,38003.0
2007-09-20,79.08999633789062,83.31999969482422,732.4000244140625,3.5739998817443848,6.007999897003174,1328.5999755859375,13.321000099182129,369.25,988.5,850.0,79.2699966430664,83.9000015258789,732.4000244140625,3.5999999046325684,6.164999961853027,1328.5999755859375,13.46500015258789,375.5,996.75,862.5,77.81999969482422,81.61000061035156,732.4000244140625,3.549999952316284,5.869999885559082,1328.5999755859375,12.954999923706055,357.0,967.5,839.5,77.87000274658203,81.7300033569336,732.4000244140625,3.551500082015991,6.118000030517578,1328.5999755859375,12.954999923706055,357.5,969.0,845.5,2426.0,232184.0,12.0,532.0,78479.0,0.0,185.0,114757.0,60826.0,41479.0
2007-09-21,79.30000305175781,81.62000274658203,731.4000244140625,3.572499990463257,6.079999923706055,1331.5999755859375,13.473999977111816,376.5,979.0,874.0,79.94999694824219,82.4000015258789,731.4000244140625,3.631500005722046,6.258999824523926,1331.5999755859375,13.484999656677246,377.0,993.0,879.75,78.4800033569336,80.55000305175781,731.4000244140625,3.558000087738037,5.724999904632568,1331.5999755859375,13.359999656677246,367.75,978.25,850.25,79.25,81.77999877929688,731.4000244140625,3.558000087738037,6.0,1331.5999755859375,13.470000267028809,369.25,990.0,850.25,2768.0,225621.0,6.0,410.0,62083.0,0.0,86.0,60791.0,56710.0,36210.0
2007-09-24,78.91000366210938,80.94999694824219,732.0999755859375,3.627000093460083,6.369999885559082,1344.199951171875,13.496999740600586,373.5,978.75,877.75,79.47000122070312,81.5999984741211,732.0999755859375,3.634999990463257,6.432000160217285,1344.199951171875,13.489999771118164,380.5,987.0,896.25,78.2300033569336,80.37000274658203,732.0999755859375,3.5999999046325684,5.915999889373779,1344.199951171875,13.489999771118164,370.5,971.0,870.5,78.6500015258789,81.36000061035156,732.0999755859375,3.6015000343322754,6.019000053405762,1344.199951171875,13.489999771118164,375.25,977.5,876.0,2619.0,200779.0,150.0,263.0,63532.0,0.0,70.0,89555.0,53599.0,34257.0
2007-09-25,77.62000274658203,79.52999877929688,731.5999755859375,3.6115000247955322,6.360000133514404,1349.4000244140625,13.482000350952148,371.75,973.0,887.25,78.4800033569336,80.62000274658203,731.5999755859375,3.634999990463257,6.53000020980835,1349.4000244140625,13.399999618530273,375.5,982.75,905.0,77.19000244140625,78.95999908447266,731.5999755859375,3.5850000381469727,6.2729997634887695,1349.4000244140625,13.399999618530273,370.75,970.0,872.75,78.41999816894531,80.61000061035156,731.5999755859375,3.612499952316284,6.379000186920166,1349.4000244140625,13.399999618530273,372.5,975.75,879.5,4042.0,249620.0,60.0,506.0,74175.0,0.0,62.0,65812.0,47776.0,43089.0
